label,age,annual_income,tenure_months,support_tickets_90d,avg_monthly_spend,days_since_last_login,num_products,discount_pct,region_East,region_North,region_South,region_West,plan_Basic,plan_Plus,plan_Premium,channel_Mobile,channel_Phone,channel_Web
0,0.7989,0.593,0.1145,-0.8377,0.6682,-0.6134,-0.7124,-0.111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.1762,0.1042,1.6358,1.3334,-0.1905,-0.2068,0.777,0.8928,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.8988,-1.0577,0.454,0.6097,-0.6864,0.2765,0.0323,-0.8671,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.9876,1.2494,1.466,-1.5614,0.5571,-0.939,0.0323,-0.1223,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.4217,-0.1915,0.1732,-0.114,0.3411,-0.9699,-1.4572,2.2221,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.7989,-0.052,1.0939,-0.8377,-0.867,-0.3939,-1.4572,-1.28,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.9307,-1.0153,0.0165,-1.5614,1.3851,-0.8447,1.5217,-0.1709,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,-0.3329,-0.4943,1.0286,0.6097,0.2477,0.0658,-0.7124,-0.2324,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.8044,-0.9638,-0.545,-0.114,0.6888,-0.7489,0.0323,-0.3085,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,-0.9931,-0.2069,1.8643,-0.114,1.3577,-0.4366,-0.7124,-0.8703,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,-0.8988,-0.0226,0.3038,1.3334,-0.0264,-0.7696,-0.7124,-0.5077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,-0.1442,-1.4818,-1.1979,1.3334,0.2717,-0.2186,-0.7124,1.6975,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.3274,-0.0226,0.1471,-0.8377,0.7696,-0.8624,0.0323,0.6548,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.233,1.5414,0.454,2.7808,-0.7811,-0.3438,0.777,2.0667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.7989,-0.2455,0.8,-1.5614,0.006,-0.9301,0.0323,1.0645,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,-0.0499,-0.7344,2.5956,-0.114,0.078,1.9737,-0.7124,-0.2761,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.4592,1.0828,-0.669,-0.114,-1.0148,-0.8329,-0.7124,1.0612,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,-0.3329,-0.6669,2.6152,-0.8377,2.2926,0.1998,0.0323,-0.438,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,2.7796,1.9187,-0.2316,2.0571,-1.4707,-0.9125,-0.7124,-1.3949,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.6103,0.6979,-0.8323,-1.5614,-1.36,-0.8712,0.777,0.1124,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,-0.8988,-0.5418,-0.6494,2.7808,1.279,-0.2996,0.0323,1.5486,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-1.1817,2.271,0.3822,-0.114,0.672,-0.3438,-0.7124,0.535,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.4217,-0.667,-0.9237,0.6097,-1.0851,1.9192,0.777,0.9495,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,-0.2385,0.7661,-0.5319,-1.5614,0.5646,1.7939,0.777,-0.1741,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.7046,0.2953,0.121,1.3334,1.4343,0.468,1.5217,0.977,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.4217,1.3612,1.8447,-0.114,-0.0794,-0.0978,-1.4572,0.582,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.1442,1.6375,0.7543,0.6097,2.5768,-0.3998,1.5217,2.0165,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,-0.8988,0.0111,-0.1924,-0.8377,-1.7906,-0.5589,0.0323,-0.5319,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-1.6533,-0.8241,0.3756,-0.114,0.6522,1.8337,0.0323,1.1292,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.5215,0.4662,0.01,-0.114,1.13,-0.0963,-1.4572,1.1114,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.7989,-0.7436,-1.0738,0.6097,0.8517,-0.1523,-0.7124,-0.2713,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.1387,2.118,2.2103,1.3334,-0.255,-0.7283,1.5217,2.329,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-1.3703,0.1222,1.8774,-0.114,-0.3421,-0.9346,0.0323,-0.3846,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.1387,-0.4114,-0.3034,-0.114,0.4,1.8013,0.777,-1.2622,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.3274,0.1734,-0.6233,1.3334,0.7755,-0.6193,0.0323,0.6759,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-0.9931,-0.0226,-1.0673,2.0571,0.56,-0.4204,2.2664,1.0029,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.1387,-1.0561,0.454,-0.8377,1.002,-0.8639,0.0323,0.5302,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0444,1.2535,0.4605,-0.114,-1.0779,0.7567,0.777,-0.0689,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-1.276,-0.7215,-0.8714,-0.8377,-0.2789,-0.9537,-1.4572,-0.9723,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.3274,-1.1362,0.0231,1.3334,-0.9984,0.7391,0.0323,-1.4548,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.516,0.5477,0.7086,1.3334,-0.4389,-0.8359,0.777,-0.213,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0819,-0.0226,-0.6756,-0.114,0.9772,1.1044,0.777,-0.145,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.0819,-0.0226,-0.4144,-0.8377,0.0603,0.2735,0.777,-1.2864,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-1.4647,1.0362,-0.4209,-0.8377,2.5848,-0.8079,0.777,0.6986,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,-0.9931,-0.8277,-0.8388,1.3334,0.1466,-0.1817,-0.7124,0.6937,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.516,-1.5348,-0.3948,-0.8377,0.0115,-0.6208,0.0323,-0.2535,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.516,1.5735,-1.2632,4.2282,0.0587,-0.7917,0.0323,-0.3474,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.516,-0.3661,-0.4666,-0.8377,-0.6932,0.8967,-0.7124,-0.0349,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,3.4398,-0.2897,-0.4536,-0.8377,-0.1072,-0.4852,-0.7124,-0.4397,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.516,1.3894,-0.2903,-0.114,1.0908,-0.4941,0.777,0.0898,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.0819,-0.0226,0.2777,-0.8377,-0.0102,-0.3438,1.5217,-1.0225,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.8933,0.4618,-1.1065,0.6097,-0.8502,-0.5176,-0.7124,-0.8072,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.6103,2.2792,-1.0151,-0.114,-0.9832,0.9851,-1.4572,-0.8056,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.3329,-0.7072,-0.8518,-0.114,-0.5033,-0.5486,0.0323,2.125,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.7046,0.9637,-1.1522,-0.8377,0.0258,1.9192,-0.7124,-0.7262,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.8988,0.0377,0.4213,-0.114,1.1573,1.8204,0.0323,0.3197,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,-0.3329,0.2626,-0.7017,-1.5614,-1.4029,-0.83,0.777,-0.4818,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.5215,1.6023,-0.2642,-0.8377,-0.372,-0.7931,0.0323,-1.3172,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.0444,-0.0226,-0.9041,-1.5614,0.097,0.9218,-1.4572,0.3278,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,2.308,0.5494,-0.5515,2.0571,-1.9013,-0.5029,-0.7124,-0.2842,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,-1.9362,1.1175,0.0753,1.3334,-0.891,-0.9758,-0.7124,-1.1164,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.7046,-0.411,0.1275,0.6097,-0.7357,-0.6738,-1.4572,-0.1077,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-1.7476,-0.9153,-0.9955,-0.8377,-0.8527,-0.1081,1.5217,2.3095,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-0.5215,-1.1339,-0.3099,-0.114,0.1454,0.5579,-0.7124,-0.94,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,1.0819,-2.1139,-0.891,-0.8377,-0.2108,-0.8432,0.0323,1.1924,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.0444,2.1635,-0.3426,2.7808,-0.6098,-0.8683,-1.4572,1.581,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-1.1817,-1.196,-0.7604,-1.5614,0.3836,1.4639,1.5217,0.1837,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.8044,-0.2582,2.3605,0.6097,1.6919,0.3516,-1.4572,0.1578,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.6103,-0.3173,0.7021,-0.114,1.6073,-0.1272,-0.7124,-0.9837,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-0.8044,0.3039,0.1798,0.6097,-1.9914,0.4238,0.0323,0.7423,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.1387,0.8445,-0.4862,-0.114,0.5343,-0.444,0.777,-0.4267,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.0444,0.892,0.7413,-0.114,-0.2284,0.3796,-0.7124,0.3764,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.7101,-0.643,-0.2838,-0.8377,0.1079,-0.5353,0.0323,-0.3798,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,2.2137,-0.2007,2.1189,0.6097,-0.4511,-0.7121,1.5217,0.0444,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.6103,0.2775,0.8914,0.6097,0.07,0.2706,2.2664,-0.0997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-1.9362,-0.2874,-0.558,-0.8377,0.1041,-0.4587,-1.4572,-1.0581,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.1387,1.6862,1.8643,-0.8377,-0.6334,2.8341,-0.7124,1.6797,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,-0.7101,0.4991,-0.4797,0.6097,-0.9542,-0.5692,-0.7124,-0.0543,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.7989,0.7585,2.4976,-0.8377,-0.5021,1.4595,0.0323,0.684,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.8988,0.6819,1.9753,-1.5614,-0.0102,1.6083,-1.4572,0.2565,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,-0.1442,1.2248,0.0688,-0.8377,0.5566,-0.7151,0.777,-1.1456,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.516,0.1695,-1.2501,0.6097,0.8134,0.552,2.2664,-1.369,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.8933,-1.4019,-0.0161,1.3334,-0.5479,-0.4366,-0.7124,-1.5293,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-1.276,0.402,-1.0477,0.6097,0.238,1.4094,1.5217,-0.7926,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,-0.4272,-0.7156,-0.7409,-0.114,0.9237,-0.4071,0.0323,-0.5546,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-0.5215,-0.5851,-0.6886,-0.114,1.1287,0.3251,0.0323,-0.5368,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-0.7101,0.6005,-1.0543,-0.114,-0.108,-0.3777,0.777,0.9042,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.7421,1.2938,-0.0096,0.6097,-0.2718,-0.7327,0.0323,-0.5595,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.3274,-0.0226,-0.8192,0.6097,0.1445,-0.7666,1.5217,-1.5503,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-1.3703,0.3054,-0.447,-0.8377,-1.2101,-0.4499,0.0323,-0.6518,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.8933,-0.0226,-0.6821,1.3334,-0.2444,0.3693,2.2664,-1.5309,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,2.1194,-0.0226,0.2842,-0.8377,0.7036,-0.0904,-0.7124,0.8248,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.9876,2.7435,0.1994,-1.5614,0.6,0.1365,0.0323,2.7386,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,-1.6533,0.5784,-0.5123,-0.114,-0.3219,-0.662,0.777,0.0007,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,-0.5215,-1.8952,0.343,-0.114,0.1715,-0.3512,-0.7124,0.6516,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.2705,0.7781,1.3093,-0.114,-0.8818,-0.936,-0.7124,-0.6922,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.8044,0.3823,-1.4395,0.6097,0.6619,0.6492,0.777,-0.2308,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,0.4217,1.3485,-0.7213,0.6097,-0.1274,3.4189,0.0323,-0.5643,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0.7989,0.6929,-0.9563,0.6097,-0.3274,-0.4793,-0.7124,2.3128,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.9931,-0.1702,-0.7866,-0.114,-0.4141,-0.9699,1.5217,0.3585,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-0.1442,-1.3248,-1.4787,2.0571,-0.1123,-0.802,0.0323,-1.573,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,-1.9362,-0.2452,-1.4525,2.0571,-0.5012,0.0319,-0.7124,-0.5384,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-1.0874,-0.9273,-1.5701,-0.114,0.6164,-0.0727,0.0323,-0.234,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-0.3329,-0.6402,-0.6625,-0.8377,-0.4482,0.5048,0.777,0.3407,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-1.3703,0.6029,-0.6821,-0.8377,1.5606,-0.7003,-0.7124,-0.1628,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.6478,1.7527,1.564,-0.8377,1.4318,0.4017,-1.4572,-0.2972,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-1.559,0.3967,-0.0945,-0.114,-0.9495,0.135,-0.7124,0.3359,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.5215,-1.2946,0.3103,2.0571,0.0216,-0.6075,-1.4572,0.4168,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.0444,0.4498,3.0526,-0.8377,-0.7062,-0.2245,-0.7124,0.3488,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.4592,1.2495,-1.4395,-0.114,-0.3787,-0.3438,0.0323,0.3116,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-1.559,-0.6714,2.1581,-0.114,1.9744,-0.4027,-0.7124,-1.2476,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1.1762,-0.0226,-0.2773,-0.114,-0.3593,1.0602,1.5217,0.5577,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.0499,-0.0226,-0.6037,0.6097,0.3154,-0.4572,-0.7124,-0.2437,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-1.0874,-0.8576,-0.7147,-0.8377,0.4981,0.7715,0.0323,0.4152,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.4217,0.6664,0.1079,-0.114,-1.0598,-0.1257,-1.4572,-0.0932,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.1387,-0.1516,-0.5972,-1.5614,-0.9125,-0.7769,-1.4572,0.3035,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.7101,0.4232,-1.0673,0.6097,-1.2669,-0.1464,2.2664,0.5561,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0444,-0.9667,-0.6886,0.6097,-0.9436,-0.3055,-1.4572,-1.2168,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.4272,-0.4881,0.1406,0.6097,-2.5744,-0.4926,-1.4572,-0.5838,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.0444,0.7452,0.5323,-0.114,0.5015,-0.858,-0.7124,-0.7667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.6103,-0.0226,2.3932,2.0571,2.0266,-0.4646,-1.4572,-1.4516,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.5535,1.8134,-0.1402,1.3334,0.1008,-0.9081,-0.7124,0.0979,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-1.3703,-0.4479,1.4138,-1.5614,-1.4795,-0.8801,-0.7124,-1.2832,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,2.1194,0.216,-0.4144,-0.8377,-0.6982,-0.4646,0.777,1.9112,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,-1.9362,-0.0226,-0.2969,-0.114,-0.5122,-0.6311,-0.7124,2.2772,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,-0.2385,-1.5312,-0.3426,0.6097,-1.0767,-0.3438,-0.7124,-1.1181,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.516,-1.8953,-0.0161,-0.8377,0.8202,-0.5294,0.777,-0.1369,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.233,-1.6452,0.7739,0.6097,0.7701,0.3781,0.0323,0.1448,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.7101,-0.0226,-0.6299,-0.114,-1.216,-0.2569,0.777,0.1853,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,-0.2385,-0.6098,-0.9302,-0.114,0.6838,-0.3438,-0.7124,0.4087,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.5215,2.6973,0.898,-0.114,1.4937,-0.6915,-1.4572,2.295,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.6158,-0.0226,0.787,-0.8377,1.8734,1.7453,-1.4572,0.3424,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.7989,0.1733,1.7076,1.3334,2.8462,-0.2569,-0.7124,-0.7457,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.3274,1.6168,-0.7409,0.6097,-0.0102,0.7243,2.2664,0.3424,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.8044,2.1102,-0.4405,-0.8377,2.8045,-0.5456,-1.4572,-0.2211,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.8933,2.1691,0.9567,-1.5614,-0.4065,-0.8786,2.2664,-1.1002,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.233,1.2619,-0.6364,1.3334,-0.6473,0.0923,-0.7124,-1.0824,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.7989,1.066,0.4736,-0.8377,0.2818,-0.9729,0.777,-0.1498,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0.6103,0.6071,-0.4079,-0.8377,-0.6368,-0.3629,0.777,0.4071,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,-0.8988,0.8047,0.1014,2.0571,0.3546,-0.7755,0.0323,-0.1369,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.6158,-0.6091,-1.0738,-0.8377,-1.3823,-0.0344,0.0323,1.343,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.7046,-0.893,-0.1532,-0.8377,-0.2899,2.7383,0.0323,1.1681,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.6103,-0.0265,1.2701,-0.114,1.2499,-0.3821,0.0323,0.1351,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.0499,-0.2039,0.6499,-0.114,-0.1064,0.6492,1.5217,0.7115,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.0444,-0.5049,-0.9628,-0.114,0.0944,-0.3438,0.0323,0.2905,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.2705,0.7175,2.1973,2.7808,0.4316,-0.3246,-0.7124,0.6921,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.7101,-0.0226,1.1591,-0.114,1.1342,1.5715,0.0323,-1.654,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.516,0.0711,-1.0543,-0.114,-1.7211,1.1339,0.777,-1.0549,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.2385,1.5482,-0.6821,-0.114,0.5419,0.496,0.777,0.4136,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,-0.2385,-1.237,-1.0281,-0.8377,-0.3198,-0.6443,-0.7124,-0.791,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1.0819,-0.0226,0.1341,-1.5614,0.1197,-0.2259,0.777,0.0169,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.7989,-0.7852,-0.7147,-0.8377,1.0222,-0.7372,0.777,0.2954,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1,0.7989,-2.0077,-1.3938,0.6097,-1.2551,-0.4189,-0.7124,0.9657,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.2705,-0.1109,-0.2969,-0.8377,-1.0716,-0.3467,-0.7124,-1.6248,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,-0.0499,-0.1524,0.8327,-0.8377,-2.004,0.7258,-1.4572,1.3284,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.7046,1.5864,-0.1271,-1.5614,-0.6035,1.1869,-0.7124,0.0234,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,-0.3329,0.6478,0.3561,-0.114,1.2954,-0.4675,0.0323,-0.8946,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.3274,-1.112,-0.0357,1.3334,-0.1703,-0.9626,1.5217,-0.336,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,-0.1442,-0.0226,0.5911,0.6097,-1.4025,0.9144,0.777,0.6678,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.0444,1.2754,0.0622,-0.114,-0.5395,-0.7976,-0.7124,-1.0177,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.6103,0.596,-0.3491,0.6097,-1.5519,-0.0491,0.777,0.9268,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.8988,-0.2638,-0.1402,0.6097,-1.1853,-0.9567,1.5217,1.5858,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
